# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Sep 27 22:08:09 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by sy_pnum desc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
default_flag,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,sy_dist,sy_disterr1,sy_disterr2
1,1,7,Transit,18.77286600,0.00021400,-0.00021400,0,0.061890,0.000530,-0.000530,0,0.755,0.014,-0.014,0,0.32600,0.02000,-0.02000,0,4.16278,0.32530,-0.30325,0,,,,,0.14,0.01,-0.01,0,,,,,1,,2566.00,26.00,-26.00,0,0.12,0.00,0.00,0,0.09,0.00,0.00,0,,,,,5.24,0.01,-0.01,0,,,,,75.0500,1.0200,-1.6600,0,,,
1,1,6,Radial Velocity,5.75969000,0.00028000,-0.00028000,0,0.064120,0.001010,-0.001010,0,,,,,,,,,,,,,0.073000,0.031000,-0.031000,0,,,,,,,,,0,,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0,4.39,0.03,-0.03,0,,,,,,,,,38.9607000,0.0387000,-0.0386000
1,1,6,Radial Velocity,16.35700000,0.00380000,-0.00380000,0,0.128590,0.002020,-0.002020,0,,,,,,,,,,,,,0.131000,0.052000,-0.052000,0,,,,,,,,,0,,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0,4.39,0.03,-0.03,0,,,,,,,,,38.9607000,0.0387000,-0.0386000
1,1,6,Radial Velocity,49.74800000,0.02500000,-0.02500000,0,0.269900,0.004300,-0.004300,0,,,,,,,,,,,,,0.051000,0.033000,-0.033000,0,,,,,,,,,0,,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0,4.39,0.03,-0.03,0,,,,,,,,,38.9607000,0.0387000,-0.0386000
1,1,6,Radial Velocity,122.74400000,0.23200000,-0.23200000,0,0.492900,0.007800,-0.007800,0,,,,,,,,,,,,,0.119000,0.054000,-0.054000,0,,,,,,,,,0,,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0,4.39,0.03,-0.03,0,,,,,,,,,38.9607000,0.0387000,-0.0386000
1,1,6,Radial Velocity,604.67000000,10.42000000,-10.42000000,0,1.427000,0.028000,-0.028000,0,,,,,,,,,,,,,0.263000,0.152000,-0.152000,0,,,,,,,,,0,,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0,4.39,0.03,-0.03,0,,,,,,,,,38.9607000,0.0387000,-0.0386000
1,1,6,Radial Velocity,2205.00000000,105.90000000,-105.90000000,0,3.381000,0.121000,-0.121000,0,,,,,,,,,,,,,0.095000,0.086000,-0.086000,0,,,,,,,,,0,,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0,1.06,0.05,-0.05,0,0.080,0.010,-0.010,0,4.39,0.03,-0.03,0,,,,,,,,,38.9607000,0.0387000,-0.0386000
1,1,6,Radial Velocity,3.09292600,0.00001000,-0.00001000,0,0.038760,0.000470,-0.000470,0,1.602,0.055,-0.055,0,4.74000,0.19000,-0.19000,0,6.34000,0.72000,-0.72000,0,0.000000,,,0,176.20,5.50,-5.50,0,1015,8,-8,0,0,,4699.00,16.00,-16.00,0,0.78,0.01,-0.01,0,0.81,0.03,-0.03,0,0.110,0.040,-0.040,0,4.57,0.02,-0.02,0,11.000,2.200,-2.200,0,2.4380,0.1030,-0.1030,0,6.5312700,0.0038400,-0.0038500
1,1,6,Radial Velocity,6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,1.511,0.047,-0.047,0,4.36000,0.22000,-0.22000,0,6.95000,0.77000,-0.77000,0,0.062000,0.039000,-0.039000,0,62.10,1.90,-1.90,0,782,6,-6,0,0,,4699.00,16.00,-16.00,0,0.78,0.01,-0.01,0,0.81,0.03,-0.03,0,0.110,0.040,-0.040,0,4.57,0.02,-0.02,0,11.000,2.200,-2.200,0,2.4380,0.1030,-0.1030,0,6.5312700,0.0038400,-0.0038500
1,1,6,Radial Velocity,46.85900000,0.02800000,-0.02800000,0,0.237000,0.003000,-0.003000,0,1.610,0.020,-0.020,-1,16.17000,0.64000,-0.64000,-1,,,,,0.138000,0.025000,-0.025000,0,4.72,0.15,-0.15,0,410,3,-3,0,0,,4699.00,16.00,-16.00,0,0.78,0.01,-0.01,0,0.81,0.03,-0.03,0,0.110,0.040,-0.040,0,4.57,0.02,-0.02,0,11.000,2.200,-2.200,0,2.4380,0.1030,-0.1030,0,6.5312700,0.0038400,-0.0038500
1,1,6,Radial Velocity,22.71700000,0.01500000,-0.01500000,0,0.146300,0.001800,-0.001800,0,1.310,0.020,-0.020,-1,7.30000,0.40000,-0.40000,-1,,,,,0.148000,0.047000,-0.047000,0,12.38,0.38,-0.38,0,523,4,-4,0,0,,4699.00,16.00,-16.00,0,0.78,0.01,-0.01,0,0.81,0.03,-0.03,0,0.110,0.040,-0.040,0,4.57,0.02,-0.02,0,11.000,2.200,-2.200,0,2.4380,0.1030,-0.1030,0,6.5312700,0.0038400,-0.0038500
1,1,6,Radial Velocity,94.20000000,0.20000000,-0.20000000,0,0.375300,0.000400,-0.000400,0,,,,,,,,,,,,,0.000000,,,0,,,,,,,,,0,K3 V,4913.00,,,0,0.77,0.02,-0.02,0,0.79,0.04,-0.02,0,0.080,,,0,4.51,,,0,12.460,,,0,,,,,6.5312700,0.0038400,-0.0038500
1,1,6,Radial Velocity,2247.00000000,43.00000000,-43.00000000,0,3.110000,0.040000,-0.040000,0,,,,,,,,,,,,,0.060000,0.040000,-0.040000,0,,,,,,,,,0,K3 V,4913.00,,,0,0.77,0.02,-0.02,0,0.79,0.04,-0.02,0,0.080,,,0,4.51,,,0,12.460,,,0,,,,,6.5312700,0.0038400,-0.0038500
1,1,6,Radial Velocity,1049.00000000,11.00000000,-11.00000000,0,2.070000,0.040000,-0.040000,0,,,,,,,,,,,,,0.270000,0.070000,-0.070000,0,,,,,,,,,0,,5879.00,16.00,-16.00,0,1.38,0.02,-0.02,0,1.14,0.09,-0.09,0,0.180,,,0,4.21,0.03,-0.03,0,,,,,,,,,46.0907000,0.0996000,-0.0991000
1,1,6,Radial Velocity,214.67000000,0.45000000,-0.45000000,0,0.718100,0.004900,-0.004900,0,,,,,,,,,,,,,0.036000,0.071000,-0.036000,0,,,,,,,,,0,G0 V,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.140,0.040,-0.040,0,4.21,0.08,-0.08,0,8.500,2.000,-2.000,0,,,,,46.0907000,0.0996000,-0.0991000
1,1,6,Radial Velocity,117.87000000,0.18000000,-0.18000000,0,0.481700,0.003300,-0.003300,0,,,,,,,,,,,,,0.027000,0.051000,-0.027000,0,,,,,,,,,0,G0 V,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.140,0.040,-0.040,0,4.21,0.08,-0.08,0,8.500,2.000,-2.000,0,,,,,46.0907000,0.0996000,-0.0991000
1,1,6,Radial Velocity,49.17500000,0.04500000,-0.04500000,0,0.268700,0.001900,-0.001900,0,,,,,,,,,,,,,0.090000,0.062000,-0.062000,0,,,,,,,,,0,G0 V,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.140,0.040,-0.040,0,4.21,0.08,-0.08,0,8.500,2.000,-2.000,0,,,,,46.0907000,0.0996000,-0.0991000
1,1,6,Radial Velocity,676.80000000,7.90000000,-7.90000000,0,1.543000,0.016000,-0.016000,0,,,,,,,,,,,,,0.031000,0.057000,-0.031000,0,,,,,,,,,0,G0 V,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.140,0.040,-0.040,0,4.21,0.08,-0.08,0,8.500,2.000,-2.000,0,,,,,46.0907000,0.0996000,-0.0991000
1,1,6,Radial Velocity,5700.00000000,1500.00000000,-1500.00000000,0,6.360000,1.020000,-1.020000,0,,,,,,,,,,,,,0.032000,0.080000,-0.032000,0,,,,,,,,,0,G0 V,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,0.140,0.040,-0.040,0,4.21,0.08,-0.08,0,8.500,2.000,-2.000,0,,,,,46.0907000,0.0996000,-0.0991000
1,1,6,Transit,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,1.510,0.110,-0.084,0,3.10000,1.05000,-1.05000,0,4.90000,2.00000,-1.70000,0,0.048000,0.054000,-0.033000,0,,,,,,,,,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.0640,0.1370,-1.4100,0,202.5850000,2.0280000,-1.9890000
1,1,6,Transit,3.56004000,0.00012000,-0.00011000,0,0.044610,0.000300,-0.000380,0,2.299,0.120,-0.087,0,6.31000,1.13000,-1.23000,0,2.80000,0.70000,-0.60000,0,0.045000,0.051000,-0.032000,0,,,,,,,,,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.0640,0.1370,-1.4100,0,202.5850000,2.0280000,-1.9890000
1,1,6,Transit,5.40479000,0.00021000,-0.00021000,0,0.058930,0.000400,-0.000500,0,2.390,0.104,-0.084,0,7.92000,1.39000,-1.35000,0,3.10000,0.70000,-0.60000,0,0.043000,0.041000,-0.030000,0,,,,,,,,,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.0640,0.1370,-1.4100,0,202.5850000,2.0280000,-1.9890000
1,1,6,Transit,8.26146000,0.00021000,-0.00022000,0,0.078200,0.000530,-0.000660,0,3.390,0.156,-0.110,0,12.97000,1.98000,-1.99000,0,1.80000,0.40000,-0.30000,0,0.077000,0.048000,-0.049000,0,,,,,,,,,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.0640,0.1370,-1.4100,0,202.5850000,2.0280000,-1.9890000
1,1,6,Transit,12.75758000,0.00050000,-0.00048000,0,0.104470,0.000700,-0.000880,0,2.904,0.164,-0.111,0,1.63000,2.12000,-1.18000,0,0.40000,0.50000,-0.30000,0,0.062000,0.064000,-0.043000,0,,,,,,,,,0,,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.0640,0.1370,-1.4100,0,202.5850000,2.0280000,-1.9890000
